Ruc,Empresa,Establecimiento,Giro,Resolución,Código Sala,Vigencia,Máq.,Memoria,Mesas,Dirección,Distrito,Provincia,Departamento
20463145734,MESAC SLOT S.A.C.,CONTTENTO RISSO,,000310-2024,140588009,31/01/2029,136,378,--,Calle RISSO No. 123 - 127,LINCE,LIMA,LIMA
20463145734,MESAC SLOT S.A.C.,CONTTENTO,,004993-2023,140588010,17/11/2028,122,264,--,Av. 28 DE JULIO No. 817,HUANUCO,HUÁNUCO,HUÁNUCO
20513831847,INVERSIONES Y RECREACIONES REYMAR S.A.C.,BELAUNDE,,1643,140590002,2/05/2028,54,124,--,Av. VICTOR ANDRES BELAUNDE OESTE No. 151 - 153,COMAS,LIMA,LIMA
20506755051,LIGHTNING GAMING S.A.C.,EL DORADO VILLA,,61 - 2025,140595002,7/01/2030,180,666,--,"Otro SECTOR 02 GRUPO 13, LT. 20 Mz. F - F",VILLA EL SALVADOR,LIMA,LIMA
20506755051,LIGHTNING GAMING S.A.C.,HAPPY DAYS,,5123 - 2024,140595003,3/09/2029,123,408,--,Av. NICOLAS DE PIEROLA No. 489 - 489,BARRANCO,LIMA,LIMA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA,,3950 - 2025,140615008,5/06/2029,264,602,--,Av. VENEZUELA No. 1062 - 1064,BREÑA,LIMA,LIMA
20565457358,KINCORP INVESTMENTS S.A.C.,GRAND GOLD - PARURO,,6139 - 2024,140662001,15/10/2028,115,531,--,Jr. PARURO No. 766 - 768,LIMA,LIMA,LIMA
20486353342,JUEGO Y AVENTURA REAL S.A.C.,Palace,,116,140741002,17/01/2028,151,258,--,Av. AVIACION No. 4543 - 4545,SANTIAGO DE SURCO,LIMA,LIMA
20514397598,INVERSIONES JOSWEND S.A.C.,MR. CASH,,1496 - 2024,140765001,27/03/2028,55,153,--,Jr. PROVEEDORES UNIDOS No. 173,BREÑA,LIMA,LIMA
20495742238,INVERSIONES EL SOL S.A.C.,TRAGAMONEDAS ATLANTIS,,000066-2024,140774004,11/01/2029,53,154,--,Plaza PLAZA DE ARMAS No. 192,GUADALUPE,PACASMAYO,LA LIBERTAD
20495742238,INVERSIONES EL SOL S.A.C.,TRAGAMONEDAS ATLANTIS,,004520,140774005,18/10/2028,81,158,--,Calle SAN PEDRO No. 130,CHEPEN,CHEPÉN,LA LIBERTAD
20481166391,EL HALCON INVESTMENT S.A.C.,FLAMENCO DE ORO I,,002155-2024,140808002,29/04/2029,100,187,--,Av. FELIPE ARANCIBIA No. 719 - 721 - 725,RÍMAC,LIMA,LIMA
20513433795,INVERSIONES STARGAMES S.A.C.,QATAR,,005714,140836004,30/12/2028,77,155,--,Av. SAN JUAN No. 1018,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20493485840,INVERSIONES ZULLYMAT S.A.C.,BELEN,,1295,140865002,11/09/2027,67,143,--,Av. RAMIREZ HURTADO No. 1161,BELÉN,MAYNAS,LORETO
20495887805,CORPORACION PAKATNAMU S.A.C.,CASINO KUNTUR WASI,,3339 - 2026,140866002,12/05/2030,105,241,--,Jr. DEL COMERCIO No. 648,CAJAMARCA,CAJAMARCA,CAJAMARCA
20513307811,RECREATIVOS POLA S.A.C.,EL REY 777,,002498-2023,140874003,6/09/2027,102,266,--,Av. 1 DE MAYO No. 3129,EL AGUSTINO,LIMA,LIMA
20515452908,INVERSIONES UNION LOO S.A.C.,MYSTIC RIVER,,4991 - 2024,140945002,29/08/2028,56,162,--,Jr. PEDRO CANGA No. 407,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN
20515452908,INVERSIONES UNION LOO S.A.C.,COSTA ESMERALDA,,6289 - 2025,140945003,5/09/2030,73,203,--,Av. VENEZUELA No. 874 - 876 - 882 - 884 - 886,BREÑA,LIMA,LIMA
20481204152,JENNA INVESTMENT S.A.C.,IMPERIAL ROYAL III,,000409,141001001,2/02/2029,56,89,--,Jr. PROGRESO No. 290,CHANCHAMAYO,CHANCHAMAYO,JUNÍN
20481204152,JENNA INVESTMENT S.A.C.,IMPERIAL ROYAL I,,000179,141001002,17/01/2029,66,111,--,Jr. TARMA No. 456,CHANCHAMAYO,CHANCHAMAYO,JUNÍN
20557290932,VIVA VENTURES S.A.,MAMBO,,5306,141090001,6/12/2027,90,304,--,Av. GRAN CHIMU No. 658,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20518991648,TERRALEVI S.A.C.,STOP,,002072,141133001,25/10/2026,126,927,--,Plaza BOLOGNESI No. 548 - 552,BREÑA,LIMA,LIMA
20519358451,GAME GROUP S.A.C.,WINGS,,003778-2024,141135001,9/07/2028,157,358,--,Calle DERECHA No. 560 - 572,HUARAL,HUARAL,LIMA
20491975513,ISA PERU GROUP S.A.C.,QUEEN''S TRAGAMONEDAS,,846 - 2025,141145004,11/02/2030,148,263,--,Av. LOS PROCERES No. 7876 - 7878,LOS OLIVOS,LIMA,LIMA
20493085663,PLANET GAME S.A.C.,WINGS,,001297,141150001,18/05/2027,68,147,--,Av. TUPAC AMARU No. 5018,COMAS,LIMA,LIMA
20493085663,PLANET GAME S.A.C.,REYNA,,003266,141150002,25/10/2027,85,244,--,Av. PERU No. 1649,SAN MARTÍN DE PORRES,LIMA,LIMA
20493085663,PLANET GAME S.A.C.,WINGS,,004414,141150004,6/10/2028,56,204,--,Av. ELMER FAUCETT No. 461,SAN MIGUEL,LIMA,LIMA
20492144305,VISION GAMES CORPORATION S.A.C.,PRO,,4021,141151001,13/09/2027,224,980,--,Av. LFREDO MENDIOLA No. 7895 y Av. PROCERES No. 7894,LOS OLIVOS,LIMA,LIMA
20492144305,VISION GAMES CORPORATION S.A.C.,MEGA GAMING,,005047,141151002,23/11/2027,305,953,--,Av. ALFREDO MENDIOLA No. 3503 - 3505 - 3507 y Jr. SALAZAR No. 162,LOS OLIVOS,LIMA,LIMA
20492540081,R & G GAMING S.A.C.,LAS VEGAS,,5423,141169001,14/12/2027,47,113,--,Jr. LIMA No. 583,TARMA,TARMA,JUNÍN
20492540081,R & G GAMING S.A.C.,LAS VEGAS,,159 - 2024,141169002,16/01/2028,79,180,--,Jr. SAN CRISTOBAL No. 304 - 305,CHAUPIMARCA,PASCO,PASCO
20521547589,RECREATIVOS VENECIA,LOTTO,,3859 - 2026,141217001,29/05/2030,58,123,--,"Otro ASOCIACIÓN EL PORVENIR, LT. 3 Mz. D",ATE,LIMA,LIMA
20521547589,RECREATIVOS VENECIA,JACKPOT CITY,,2807,141217002,3/02/2027,108,352,--,Av. LOS RUISEÑORES No. 294,SANTA ANITA,LIMA,LIMA
20522263762,EVO MANAGEMENT S.A.C.,MITOS,,002025-2023,141235001,20/05/2027,164,1369,--,Av. LARCO No. 261,TRUJILLO,TRUJILLO,LA LIBERTAD
20392708546,J Y M SLOTS S.A.C.,SALA LA FONTANA,,743,141412001,--,71,158,--,Jr. MOQUEGUA No. 430,TARMA,TARMA,JUNÍN
20392722701,CAPA GAMES S.A.C.,JUMBO III,,9061 - 2025,141413001,26/11/2029,84,191,--,Jr. HUANUCO No. 572 - 574,HUANUCO,HUÁNUCO,HUÁNUCO
20543578429,SLOT MACHINES R & P S.A.C.,LAS VEGAS,,2707,141430002,28/06/2028,67,284,--,Av. LAS PALMERAS No. 244 y Av. NICOLAS AYLLON No. 689,CHACLACAYO,LIMA,LIMA
20537493489,INVERSIONES WINDSOR S.A.C.,32 STREET,,4246 - 2026,141450001,12/06/2030,55,172,--,Av. PERU No. 3238,SAN MARTÍN DE PORRES,LIMA,LIMA
20544804074,INVERSIONES Y RECREACIONES LINERD S.A.C.,IMPODIST,,1801,141474001,--,63,212,--,"Av. 15 DE JULIO LT. 07, HUAYCAN Mz. B",ATE,LIMA,LIMA
20529464178,RUBI GAMING S.A.C.,LAS VEGAS,,1993,141527001,18/07/2026,57,146,--,Calle LIMA No. 731,LA UNIÓN,PIURA,PIURA
20529464178,RUBI GAMING S.A.C.,MASARIS INCA,,002372 - 2017,141527004,9/08/2026,70,128,--,Av. LUIS GONZALES No. 628 - 628,CHICLAYO,CHICLAYO,LAMBAYEQUE
20529464178,RUBI GAMING S.A.C.,MASARIS SULLANA,,2014,141527005,5/08/2026,110,269,--,Av. SAN MARTIN No. 801 - 801,SULLANA,SULLANA,PIURA
20529464178,RUBI GAMING S.A.C.,MASARIS CHEPEN,,4076,141527006,23/12/2026,123,284,--,Jr. SAN PEDRO No. 238 - 238,CHEPEN,CHEPÉN,LA LIBERTAD
20529464178,RUBI GAMING S.A.C.,MASARIS TALARA,,3244,141527008,25/10/2026,146,264,--,"Av. GRAU, LOTE 91B Mz. A - A",PARIÑAS,TALARA,PIURA
20529464178,RUBI GAMING S.A.C.,MASARIS CHICLAYO,,002187 - 2017,141527010,20/07/2026,135,294,--,Av. JOSE BALTA No. 629 - 629,CHICLAYO,CHICLAYO,LAMBAYEQUE
20529464178,RUBI GAMING S.A.C.,EL ROYAL,,1469,141527011,22/08/2026,153,372,--,Jr. ICA No. 345 - 345,PIURA,PIURA,PIURA
20529464178,RUBI GAMING S.A.C.,MASARIS PIURA,,1578,141527012,19/07/2026,194,590,--,Av. LORETO No. 643 - 643,PIURA,PIURA,PIURA
20529464178,RUBI GAMING S.A.C.,MASARIS CAJAMARCA,,2886,141527014,22/09/2026,94,275,--,Jr. DEL COMERCIO No. 755 - 755,CAJAMARCA,CAJAMARCA,CAJAMARCA
20547941421,INVERSIONES GAMING ALELI S.A.C.,DOLPHIN,,3814,141588003,1/12/2026,75,179,--,DANTE No. 869,SURQUILLO,LIMA,LIMA
20548009911,CASINO MOLLENDO S.A.C.,EL GALEON DE ORO,,971,141643001,24/04/2027,50,107,--,Calle AREQUIPA No. 209-A,MOLLENDO,ISLAY,AREQUIPA
20550264839,ELITE GAMING PERU S.A.C.,DELICHEFF,,004281,141647004,2/10/2027,123,334,--,Av. MARISCAL ANDRES A. CACERES MZ. C-8 Lt. 11,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20548462828,ALSHIR GAMING S.A.C.,LAS VEGAS,,502 - 2026,141655002,2/02/2030,105,351,--,Jr. CALLAO No. 984 - 990,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN
20548462828,ALSHIR GAMING S.A.C.,MARC ANTHONY,,3437 - 2025,141655003,6/06/2029,95,258,--,Jr. PEDRO DE CANGA No. 440,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN
20548462828,ALSHIR GAMING S.A.C.,PARAHONS,,6480 - 2025,141655004,15/09/2029,42,113,--,Jr. MOQUEGUA No. 460,TARMA,TARMA,JUNÍN
20548462828,ALSHIR GAMING S.A.C.,AMAZONAS,,8491 - 2025,141655005,13/11/2029,65,217,--,Jr. AMAZONAS No. 560,CAJAMARCA,CAJAMARCA,CAJAMARCA
20546344631,SAWILA GAMING S.A.C.,GAMBINOS CHINCHA,,2589,141661002,--,102,269,--,Av. MARISCAL BENAVIDES No. 327,CHINCHA ALTA,CHINCHA,ICA
20546344631,SAWILA GAMING S.A.C.,AMBAR PLACE,,4834,141661003,6/11/2027,95,212,--,Av. PACIFICO S/N MZ. A1 Lt. 6,NUEVO CHIMBOTE,SANTA,ÁNCASH
20546344631,SAWILA GAMING S.A.C.,ATLANTIC,,5068 - 2024,141661004,29/08/2028,87,193,--,Jr. MANUEL RUIZ No. 275,CHIMBOTE,SANTA,ÁNCASH
20550929318,QULLQI S.A.C.,GAMBINOS PAITA,,000612,141671003,25/04/2027,72,120,--,Jr. JUNIN No. 345,PAITA,PAITA,PIURA
20550929318,QULLQI S.A.C.,MASARIS PAITA,,4083,141671007,18/09/2027,132,395,--,Jr. JUNIN No. 370 - 380,PAITA,PAITA,PIURA
20550929318,QULLQI S.A.C.,LA TORRE DE BABEL,,5638 - 2024,141671008,24/09/2028,148,215,--,Calle LIMA No. 588 - 590 - 592,NASCA,NAZCA,ICA
20550929318,QULLQI S.A.C.,CARRUSEL,,000199,141671009,17/08/2026,105,237,--,Av. ALFONSO UGARTE No. 1220 - 1222 - 1224 - 1226,BREÑA,LIMA,LIMA
20555356804,GALU GAMING PERU S.A.C.,TESORO INCA SLOT,,832 - 2025,141763001,10/02/2029,147,316,--,Av. ALCAZAR No. 848,RÍMAC,LIMA,LIMA
20563012839,OKANEKIN S.A.C.,MYTHIC-LOS OLIVOS,,005607,141813001,22/12/2027,219,491,--,Av. SANTIAGO ANTUNEZ DE MAYOLO No. 1099,LOS OLIVOS,LIMA,LIMA
20563013487,GAMING OKANE S.A.C.,MYTHIC ALFONSO UGARTE,,004516,141814001,17/10/2027,160,280,--,Av. ALFONSO UGARTE No. 1320 - 1322 - 1326,BREÑA,LIMA,LIMA
20556034991,NEGOCIACIONES JAMBOREE S.A.C.,GRAN ALADINOS,,2867,141818002,21/09/2026,84,125,--,Jr. DOS DE MAYO No. 1080 - 1080 - 1090 - 1090,HUANUCO,HUÁNUCO,HUÁNUCO
20392960121,LIU JUBIN S.A.C.,FLAMENCO DE ORO III,,512,141821001,--,89,266,--,Av. ANGAMOS ESTE No. 1293 - 1293,SURQUILLO,LIMA,LIMA
20565361598,ENTRETENIMIENTOS GISHI S.A.C.,WINNERS SAN JUAN,,1937 - 2025,141841001,20/03/2029,108,290,--,Av. PROCERES DE LA INDEPENDENCIA No. 1712 - 1714,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20565456971,KINCORP GAMING S.A.C.,ARCADIA,,0001706,141844001,9/04/2028,187,757,--,Av. LA MOLINA No. 1105,LA MOLINA,LIMA,LIMA
20563720591,GOLDEN CITY S.A.C.,GOLDEN CITY,,3688 - 2026,141852001,25/05/2030,75,136,--,Jr. JOSE OLAYA No. 738 - 740,VILLA MARÍA DEL TRIUNFO,LIMA,LIMA
20563720591,GOLDEN CITY S.A.C.,EKEKO,,005608,141852003,23/12/2028,85,177,--,Jr. DAMASO BERAUN No. 805,HUANUCO,HUÁNUCO,HUÁNUCO
20600015614,IMPERIAL SLOTS GAMING S.A.C.,LA FICHA DORADA,,000905,141869001,10/03/2027,66,209,--,Av. PERU No. 3049,SAN MARTÍN DE PORRES,LIMA,LIMA
20600568796,TOKANET S.A.C.,MYTHIC TARAPOTO,,9337 - 2025,141953001,10/12/2029,156,345,--,Jr. JIMENEZ PIMENTEL No. 137 - 139,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20600637755,INVERSIONES KAMIYA S.A.C.,COLMENA,,002271,141956001,2/06/2027,73,142,--,Av. NICOLAS DE PIEROLA No. 840 - 844,LIMA,LIMA,LIMA
20600143442,DGALU GAMING INTERNATIONAL S.A.C.,PAGAMONEDAS BONGOS,,001366 - 2016,141967001,--,149,376,--,Jr. UCAYALI No. 379,CALLERIA,CORONEL PORTILLO,UCAYALI
20566485851,GANA ENTRETENIMIENTOS S.A.C.,GANA HUANUCO,,243,142008002,7/12/2026,88,268,--,Jr. 28 DE JULIO No. 1005 y Jr. DAMASCO BERAÚN No. 795,HUANUCO,HUÁNUCO,HUÁNUCO
20601105421,FUN PRO S.A.C.,HAVANNA,,4030 - 2026,142011001,4/06/2030,150,1477,--,Otro CENTRO COMERCIAL CAYMA LOCAL No. 23,CAYMA,AREQUIPA,AREQUIPA
20601108799,DIVERSIA ENTERTAINMENT S.A.C.,PALACIO ROYAL CHICLAYO,,001080,142013001,23/03/2027,143,1105,--,Calle ELIAS AGUIRRE No. 598 - 598,CHICLAYO,CHICLAYO,LAMBAYEQUE
20601053277,BLADCAST S.A.C.,POKER MOON,,001575,142018001,--,58,176,--,Av. SAN JUAN No. 607,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20601296820,DOMOKANE S.A.C.,MYTHIC DOMINICOS,,001935,142037001,6/10/2026,136,280,--,Av. DOMINICOS y BOCANEGRA MZ. A Lt. 1,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20601209587,ZAFIRO 5 S.A.C.,MACAO,,002298,142055002,26/11/2026,177,424,--,Jr. SARGENTO LORES No. 149,IQUITOS,MAYNAS,LORETO
20601331463,MARDIGRAS S.A.C.,MARDIGRAS,,706,142056002,27/02/2027,142,245,--,Av. LARCO No. 734,MIRAFLORES,LIMA,LIMA
20601326249,RCG GROUP S.A.C.,CARRUSEL,,2231,142057001,17/11/2026,81,103,--,Calle PROSPERO No. 294,IQUITOS,MAYNAS,LORETO
20547942745,REPRESENTACIONES SAN CRISTOBAL S.A.C.,LAS VEGAS,,3006,142085002,14/07/2027,130,351,--,Jr. PROSPERO No. 288 - 292,IQUITOS,MAYNAS,LORETO
20601185971,FARETZY GAMING S.A.C.,LA TORRE DE BABEL,,2499,142098001,31/05/2027,110,291,--,Av. ANTONIO RAIMONDI No. 449 - 459 - 461 - 467,RUPA-RUPA,LEONCIO PRADO,HUÁNUCO
20601185971,FARETZY GAMING S.A.C.,TORRE DE BABEL,,2983,142098002,4/10/2026,95,271,--,Av. TITO JAIME FERNANDEZ No. 153 - 157 - 161,RUPA-RUPA,LEONCIO PRADO,HUÁNUCO
20563236192,COLMENA GAMING S.A.C.,MAGIC CENTER,,3506,142150001,17/08/2027,75,215,--,Calle AREQUIPA MZ. J4 Lt. 3,MOLLENDO,ISLAY,AREQUIPA
20563236192,COLMENA GAMING S.A.C.,MAGIC CENTER,,4354,142150002,4/10/2027,131,352,--,Av. BALTA No. 330,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
20602149138,INVERSIONES ADRIAC S.A.C.,MAGIC PALACE,,000514,142157002,4/10/2027,32,88,--,Av. SAENZ PEÑA No. 815,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20602149138,INVERSIONES ADRIAC S.A.C.,REAL CHAVIN,,001717-2023,142157003,26/09/2027,38,144,--,Av. HEROES DEL CENEPA MZ.13 Lt. 1,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20602149138,INVERSIONES ADRIAC S.A.C.,EL ARABE,,000139,142157005,9/10/2027,35,76,--,Av. TUPAC AMARU MZ. O Lt. 12 y Av. TUPAC AMARU No. 3181 - 3183,CARABAYLLO,LIMA,LIMA
20602149138,INVERSIONES ADRIAC S.A.C.,MONEY CITY,,003862-2023,142157006,6/09/2027,16,67,--,Av. MEXICO No. 1500,LA VICTORIA,LIMA,LIMA
20602149138,INVERSIONES ADRIAC S.A.C.,NEL BLU,,003672-2023,142157007,29/08/2027,42,125,--,Av. TUPAC AMARU No. 5997,COMAS,LIMA,LIMA
20602149138,INVERSIONES ADRIAC S.A.C.,REAL SIPAN,,001762-2023,142157008,5/05/2027,69,213,--,Av. GRAN CHIMÚ No. 362,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20602129293,MILOS GAMING S.A.C.,MILOS,,001153,142158001,22/09/2027,62,82,--,Jr. BOLIVAR No. 237,OXAPAMPA,OXAPAMPA,PASCO
20601179271,OPEN GAMING S.A.C.,BLACK JACK,,000037-2024,142176001,5/01/2028,128,359,--,Av. JUAN LECAROS No. 275 - 279,PUENTE PIEDRA,LIMA,LIMA
20548505900,JEHADHA S.A.C.,GAME PALACE,,002712-2023,142182001,29/06/2027,178,453,--,Jr. HUALLAGA No. 641,LIMA,LIMA,LIMA
20603434880,REVOLUTION GAMING S.A.C.,HARUMI IV,,4912 - 2025,142255003,11/07/2029,62,175,--,Av. JOSE GRANDA No. 3196 - 3198,SAN MARTÍN DE PORRES,LIMA,LIMA
20603434880,REVOLUTION GAMING S.A.C.,FLAMENCO DE ORO,,002641,142255005,26/06/2028,84,219,--,LOS FLAMENCOS No. 142,SANTA ANITA,LIMA,LIMA
20603810644,ESMERALDA GAMING S.A.C.,LAS VEGAS BAGUA CHICA,,6911 - 2024,142280001,18/11/2028,62,196,--,Av. HEROES DEL CENEPA No. 1106,LA PECA,BAGUA,AMAZONAS
20603810644,ESMERALDA GAMING S.A.C.,LAS VEGAS,,3207 - 2024,142280003,17/06/2028,66,216,--,Av. CHACHAPOYAS No. 2398,BAGUA GRANDE,UTCUBAMBA,AMAZONAS
20603810644,ESMERALDA GAMING S.A.C.,LAS VEGAS,,3311 - 2024,142280006,21/06/2028,111,318,--,Calle DIEGO PALOMINO No. 1411,JAÉN,JAÉN,CAJAMARCA
20603709951,AMC GAMING S.A.C.,SALON DE JUEGOS EBONY,,2094 - 2024,142289001,29/04/2028,101,435,--,Calle JOSE OLAYA No. 201,ATE,LIMA,LIMA
20604402558,LOCKSAN S.A.C.,BLACK ACE,,567 - 2026,142328001,4/02/2030,3,6,--,Av. TUPAC AMARU No. 3881 - 3885,COMAS,LIMA,LIMA
20606741546,INVERSIONES WINDEN S.A.C.,EL GALEON DORADO,,005541-2024,142331004,21/09/2029,34,64,--,Calle YANAHUARA MZ. S Lt. 4,MAJES,CAYLLOMA,AREQUIPA
20606741546,INVERSIONES WINDEN S.A.C.,EL GALEON DE ORO,,003130-2024,142331005,14/06/2029,123,249,--,Jr. 2 DE MAYO No. 316 y Jr. ZEPITA No. 222,ILO,ILO,MOQUEGUA
20606741546,INVERSIONES WINDEN S.A.C.,EL DORADO,,6155 - 2025,142331006,1/09/2030,77,164,--,Av. VIDAURRAZAGA S/N MZ. B Lt. 10 - 10 - 11 - 11 - 9 - 9,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20605250077,EBENEZER HERRERA HERNANDEZ Y FAMILIA S.A.C.,PHARAON PALACE,,2342 - 2025,142350001,4/04/2029,60,212,--,Jr. TRUJILLO No. 318,RÍMAC,LIMA,LIMA
20604968705,YOU GAMES SAC,EMPIRE,,4677 - 2025,142362001,1/07/2029,42,106,--,Jr. ANCASH No. 151 - 155,CHANCHAMAYO,CHANCHAMAYO,JUNÍN
20605436022,INVERSIONES MEGA GAMING SAC,SAN JUAN II,,5789 - 2025,142368004,14/08/2029,190,684,--,Av. SAN MARTIN MZ. K-1 Lt. 27 - 28,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20605617876,INVERSIONES MADIMA SAC,PRIMAVERA,,000717,142376001,25/03/2027,78,173,--,Jr. SAN MARTIN No. 839 - 841,HUANUCO,HUÁNUCO,HUÁNUCO
20605503749,GAME ROOM BJ S.A.C.,TROPICANA AGUAYTIA,,000393,142392001,2/02/2028,70,163,--,Av. SIMON BOLIVAR No. 436,PADRE ABAD,PADRE ABAD,UCAYALI
20605954911,CORPORACION OLYMPUS S.A.C.,EL MISTI,,004027,142402001,20/12/2027,154,245,--,Av. TENIENTE FERRE No. 213 - 217,MIRAFLORES,AREQUIPA,AREQUIPA
20605954911,CORPORACION OLYMPUS S.A.C.,SALA EL ROMANO,,000231-2024,142402003,20/01/2029,126,324,--,Av. UNIVERSITARIA NORTE No. 10799,COMAS,LIMA,LIMA
20605954911,CORPORACION OLYMPUS S.A.C.,BINGO PORTEÑO,,003585-2024,142402004,4/07/2029,90,299,--,Jr. COLON No. 441,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20605954911,CORPORACION OLYMPUS S.A.C.,TEXAS,,004844,142402005,9/11/2028,49,125,--,Av. NICOLAS DE PIEROLA 1473 No. 1473,LIMA,LIMA,LIMA
20606111178,GUACAMAYO AZUL S.A.C.,CASINO 37,,000334,142403003,10/02/2027,70,173,--,Av. PERU No. 3701,SAN MARTÍN DE PORRES,LIMA,LIMA
20606111178,GUACAMAYO AZUL S.A.C.,LA FONTANA III,,7391 - 2024,142403005,29/11/2029,80,217,--,Av. CAJAMARCA SUR No. 292,NUEVA CAJAMARCA,RIOJA,SAN MARTÍN
20606111178,GUACAMAYO AZUL S.A.C.,ALADINOS II,,7950 - 2024,142403006,20/12/2029,82,266,--,Jr. ALMIRANTE GRAU No. 550,RIOJA,RIOJA,SAN MARTÍN
20607188174,GARNIER INVERSIONES SAC,AFRICA,,001635,142423001,4/10/2026,69,154,--,Av. GRAN CHIMU No. 777,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20607971260,INVERSIONES GROUP GAMING S.A.C.,CAMBOYA,,001919,142424002,8/07/2027,10,10,--,Av. ANTUNEZ DE MAYOLO No. 817,LOS OLIVOS,LIMA,LIMA
20607502561,INVERSIONES VOLUSIA S.A.C.,MAMBOS,,001637,142425001,4/10/2026,104,232,--,Av. PRINCIPAL MZ C-7 LT 11 Lt. 11,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20608035274,CORPORACION GAMING S.A.C.,NILCI,,003672,142429001,23/11/2027,30,104,--,Av. PROLONGACION PARINACOCHAS No. 559 - 563,LA VICTORIA,LIMA,LIMA
20608035274,CORPORACION GAMING S.A.C.,SALA PALERMO,,001701,142429002,21/06/2027,59,144,--,Av. PALERMO No. 574 - 576,LA VICTORIA,LIMA,LIMA
20608035274,CORPORACION GAMING S.A.C.,CAMBOYA,,2572 - 2025,142429003,9/04/2030,66,138,--,Av. MANCO CAPAC No. 445 - 471,LA VICTORIA,LIMA,LIMA
20608035274,CORPORACION GAMING S.A.C.,XIOVIT,,5852 - 2025,142429004,20/08/2030,154,370,--,Av. LOS CHANCAS No. 447,SANTA ANITA,LIMA,LIMA
20608035274,CORPORACION GAMING S.A.C.,WILLIAMS,,6374 - 2025,142429005,8/09/2030,59,157,--,Av. RIVA AGÜERO SEGUNDO PISO No. 612 - 614,EL AGUSTINO,LIMA,LIMA
20606806877,BROOKLINE GAMING S.A.C.,LUCKY PALACE,,001369,142438001,23/05/2027,142,302,--,Av. PROLONGACION HUANUCO No. 1553,LA VICTORIA,LIMA,LIMA
20606806877,BROOKLINE GAMING S.A.C.,GOLDEN LUCKY,,001864,142438002,6/07/2027,75,181,--,Av. AVIACION No. 200,LA VICTORIA,LIMA,LIMA
20606749547,HARTFORD INVERSIONES SAC,SCRATCH DO BRASIL,,001301,142439001,18/05/2027,102,163,--,Av. BRASIL No. 1295,JESÚS MARÍA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,TACNA II,,003846,142443001,5/12/2027,77,186,--,Av. TACNA No. 699,LIMA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,CALLAO II,,003513,142443002,15/11/2027,94,176,--,Av. SAENZ PEÑA No. 671,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20608092324,MYAGUI GAMING SAC,LINCE I,,000007,142443003,4/01/2028,137,279,--,Av. ARENALES No. 2037,LINCE,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,BLOCK 6,,004189,142443006,29/12/2027,83,163,--,Av. PROLONGACION GAMARRA No. 685 - 687,LA VICTORIA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,BREÑA,,003329,142443007,3/11/2027,26,48,--,Jr. HUARAZ No. 1584,BREÑA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,ALFONSO,,004028,142443008,20/12/2027,95,235,--,Av. ALFONSO UGARTE No. 1490,BREÑA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,CHORRILLOS,,001629-2024,142443009,6/04/2029,40,75,--,Av. GUARDIA CIVIL No. 266 - 268,CHORRILLOS,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,JIRON III,,003139,142443010,20/07/2028,95,171,--,Jr. DE LA UNION No. 543,LIMA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,RIMAC II,,002827,142443011,6/07/2028,145,286,--,Jr. TRUJILLO No. 239,RÍMAC,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,BLOCK 9,,005368,142443012,12/12/2028,43,88,--,Av. ISABEL LA CATÓLICA No. 1612 - 1614,LA VICTORIA,LIMA,LIMA
20608092324,MYAGUI GAMING SAC,HABICH II,,3464,142443013,15/08/2028,63,150,--,Av. EDUARDO DE HABICH No. 565 - 569,SAN MARTÍN DE PORRES,LIMA,LIMA
20603232292,CORPORACION ALICHOY S.A.C.,RAMSES,,001694,142455001,21/06/2027,80,209,--,Av. ANGELICA GAMARRA DE LEON VELARDE No. 839,LOS OLIVOS,LIMA,LIMA
