Ruc,Empresa,Establecimiento,Giro,Resolución,Código Sala,Vigencia,Máq.,Memoria,Mesas,Dirección,Distrito,Provincia,Departamento
20265815830,CORPORACION TURISTICA PERUANA S.A.C.,ATLANTIC CITY,REST. 5TT,5363,110019002,20/01/2028,609,4526,--,ALFREDO BENAVIDES No. 430,MIRAFLORES,LIMA,LIMA
20231843460,COSTA DEL SOL S.A.,MASARIS - TUMBES,HOTEL ****,117,110021001,17/01/2027,171,511,--,Calle SAN MARTIN No. 275 - 275,TUMBES,TUMBES,TUMBES
20305556786,GAMING AND SERVICES S.A.C.,JOKERS,HOTEL *****,1598,110032006,--,120,241,--,Av. JOSE PARDO No. 422 - 422,MIRAFLORES,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,FANTASTIC,HOTEL *****,1614,110032007,25/10/2026,154,287,--,Av. MALECON DE LA RESERVA No. 615,MIRAFLORES,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,MIAMI,REST. 5TT,2917,110032008,11/07/2027,153,384,--,Av. LA MARINA No. 1725 - 1729,SAN MIGUEL,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,CARRERA,HOTEL ****,3861 - 2025,110032009,4/06/2029,203,360,--,Av. ARENALES 1814-A No. 1814,LINCE,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,DELUXE,REST. 5TT,897 - 2026,110032011,18/02/2030,124,247,--,Av. CAYMA No. 701,CAYMA,AREQUIPA,AREQUIPA
20305556786,GAMING AND SERVICES S.A.C.,JOKER,REST. 5TT,1617,110032012,1/12/2026,233,628,--,Calle MERCADERES No. 303,AREQUIPA,AREQUIPA,AREQUIPA
20305556786,GAMING AND SERVICES S.A.C.,PORTAL HOTEL,HOTEL ****,131,110032013,3/04/2027,161,453,--,Otro PORTAL DE FLORES No. 104 - 106 - 110 - 116 - 118 - 120,AREQUIPA,AREQUIPA,AREQUIPA
20305556786,GAMING AND SERVICES S.A.C.,SAN CAMILO,HOTEL ***,1616,110032014,--,73,167,--,Calle SAN CAMILO No. 102-A - 104,AREQUIPA,AREQUIPA,AREQUIPA
20305556786,GAMING AND SERVICES S.A.C.,SOL Y LUNA,REST. 5TT,2697,110032016,--,93,213,--,Jr. SAN ROMAN No. 301,JULIACA,SAN ROMÁN,PUNO
20305556786,GAMING AND SERVICES S.A.C.,MALDONADO,REST. 5TT,1892,110032029,11/05/2027,162,453,--,Jr. LORETO No. 228,TAMBOPATA,TAMBOPATA,MADRE DE DIOS
20145118493,GOLDEN GAMING S.A.,TGM LA HACIENDA,HOTEL ****,52 - 2026,110033001,9/01/2030,276,697,--,Av. 28 DE JULIO Y AV. LARCO 895 No. 531,MIRAFLORES,LIMA,LIMA
20346662612,GOLDEN INVESTMENT S.A.,TGM GOLDEN PALACE,REST. 5TT,7006 - 2024,110034001,20/11/2028,719,1516,--,REPUBLICA DE PANAMA No. 3155 - 3165,SAN ISIDRO,LIMA,LIMA
20115363019,HOTEL SILMAR S.A.C.,RICHARD'S PALACE,REST. 5TT,000103,110036001,10/07/2027,261,657,--,Av. GRAU No. 201 y Jr. CASTROVIRREYNA No. 100,ICA,ICA,ICA
20115363019,HOTEL SILMAR S.A.C.,SUN CITY,REST. 5TT,3276 - 2026,110036002,8/05/2030,145,284,--,Av. SAN MARTIN No. 973,ICA,ICA,ICA
20115363019,HOTEL SILMAR S.A.C.,SUN CITY,REST. 5TT,005040-2023,110036003,23/11/2028,110,301,--,Av. MARISCAL BENAVIDES No. 160 y Calle MANCO CAPAC No. 143,CHINCHA ALTA,CHINCHA,ICA
20391198897,INVERSIONES KYODO S.A.C.,EMPORIUM,REST. 5TT,3781,110049002,1/09/2027,96,608,--,Calle UCELLO No. 296,SAN BORJA,LIMA,LIMA
20387775219,TIERRA SUR ENTRETENIMIENTO S.C.R.L.,QUEEN'S,REST. 5TT,6000 - 2025,110055004,26/08/2029,170,826,--,Av. MARISCAL BENAVIDES No. 101,CHINCHA ALTA,CHINCHA,ICA
20387775219,TIERRA SUR ENTRETENIMIENTO S.C.R.L.,QUEEN'S CHINCHA,REST. 5TT,6441 - 2025,110055005,15/09/2029,100,620,--,Plaza PLAZA DE ARMAS  No. 254 - 298,CHINCHA ALTA,CHINCHA,ICA
20321642854,MAGIC CENTER S.C.R.L.,CASINO MAGIC CENTER,REST. 5TT,9265 - 2025,110067010,4/12/2030,33,76,--,Av. Arequipa No. S/N,ISLAY,ISLAY,AREQUIPA
20190016103,PALACIO REAL S.A.,SLOT PALACE,REST. 5TT,2138,110077001,26/07/2026,198,343,--,Av. DE LAS ARTES No. 392 - 398,SAN BORJA,LIMA,LIMA
20501463591,YAMASIA S.A.C.,GOLDEN NUGGET,REST. 5TT,11 - 2024,110135002,3/01/2029,96,685,--,Psje. EL SAUCE No. 122,LA MOLINA,LIMA,LIMA
20463564621,INTERSTATE GAMING DEL PERU S.A.,MACAO,HOTEL ****,4043 - 2026,110141001,5/06/2030,345,959,--,Av. SAN MARTIN No. 562,TACNA,TACNA,TACNA
20498152636,ALFIL DE ORO S.A.C.,ALFIL DE ORO,HOTEL ***,7925 - 2024,110171005,20/12/2028,42,106,--,Av. LIMA No. 138,CAMANÁ,CAMANÁ,AREQUIPA
20352472892,VBH VICTORIA BOUTIQUE HOTEL S.A.C.,RIO,HOTEL ****,7243 - 2025,110177002,2/10/2029,105,298,--,Jr. SAN MARTIN No. 475 y Jr. TACNA No. 601,CALLERIA,CORONEL PORTILLO,UCAYALI
20388082144,LOS ALAMOS MACHINES INVESTMENTS S.A.,KAVARI,REST. 5TT,5063 - 2024,110276007,29/08/2028,94,190,--,Av. PROCERES DE LA INDEPENDENCIA No. 3753,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20498371354,INVERSIONES AMERICA S.A.C.,CANCUN,REST. 5TT,4040,110332001,22/12/2026,99,250,--,Otro Mz. F 3,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20498371354,INVERSIONES AMERICA S.A.C.,DUBAI,REST. 5TT,298 - 2025,110332003,16/01/2029,58,138,--,Otro MZ. D SECCION 3 Lt. 1,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20509831026,WAGER SLOTS S.A.C.,SALA TAHITI,HOTEL *****,1876,110406002,17/03/2027,310,782,--,Av. DEL PINAR No. 165 - 173 y Calle MONTEROSA No. 283 - 287,SANTIAGO DE SURCO,LIMA,LIMA
20486229684,SUN INVERSIONES S.A.C.,KANTA CITY,REST. 5TT,587 - 2025,110407011,29/01/2030,108,583,--,Av. CANTA CALLOA Mz. B,SAN MARTÍN DE PORRES,LIMA,LIMA
20486229684,SUN INVERSIONES S.A.C.,SAN JUAN I,REST. 5TT,002127-2026,110407012,3/03/2030,401,1610,--,Av. PROCERES DE LA INDEPENDENCIA No. 1649 - 1655,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20486229684,SUN INVERSIONES S.A.C.,SAN JUAN III,REST. 5TT,002127-2026,110407014,9/08/2027,135,421,--,Av. EL MURO MZ. G8 Lt. 14,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20509115941,ELECTRONIC COMPANY S.A.C.,MIKUNA PERU TRAGAMONEDAS,REST. 5TT,126 - 2024,110409005,15/01/2028,78,216,--,Av. HUANCARAY S/N MZ. E Lt. 12 - 13,SANTA ANITA,LIMA,LIMA
20502128150,MAK´S INTERNATIONAL S.C.R.L.,POSEIDON,HOTEL ***,1779 - 2026,110425007,19/03/2030,66,223,--,Calle Progreso No. 200 y Calle Teniente Cesar Lòpez No. 340,YURIMAGUAS,ALTO AMAZONAS,LORETO
20489398720,LA MONEDITA DE LA SUERTE S.C.R.L.,EL TINGO JUEGOS,REST. 5TT,1090 - 2025,110509003,18/02/2030,61,145,--,Av. TITO JAIME No. 881-885,RUPA-RUPA,LEONCIO PRADO,HUÁNUCO
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,ABANCAY 2,REST. 5TT,001442 - 2019,110511105,--,41,110,--,Av. VENEZUELA No. 103 - 105 - 107,ABANCAY,ABANCAY,APURÍMAC
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,LAMBAYEQUE 2,REST. 5TT,3098,110511110,10/10/2027,92,145,--,Calle ATAHUALPA No. 139,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,CAJAMARCA 4,REST. 5TT,1953 - 2025,110511112,20/03/2030,77,131,--,Av. ANDRES ZEVALLOS No. 253-255,CAJAMARCA,CAJAMARCA,CAJAMARCA
20463145734,MESAC SLOT S.A.C.,CONTTENTO,REST. 5TT,2923 - 2025,110588011,25/04/2030,127,253,--,Av. Saenz Peña No. 572,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20507722092,GLADYS Y FRANCISCO S.A.C.,RUMBA SLOT,REST. 5TT,005201,110600004,1/12/2027,60,119,--,Av. LAS PALMERAS No. 3839,LOS OLIVOS,LIMA,LIMA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA,REST. 5TT,001876,110615010,29/10/2026,132,318,--,Av. Oscar R. Benavides No. 4702-4704,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA,REST. 5TT,4320 - 2024,110615011,30/07/2029,228,921,--,Av. SAN MARTIN Y CALLE LOS CEREZOS No. 348-354 Y 155-155A,ICA,ICA,ICA
20493364899,INVERSIONES RIO AMAZONAS S.A.C.,AVENTURA,REST. 5TT,1845-2024,110654004,16/04/2029,70,131,--,Av. JOSE ABELARDO No. 901 - 905,BELÉN,MAYNAS,LORETO
20510542968,JUNGLE INVERSIONES S.A.C.,4 ASES,REST. 5TT,000993,110684007,--,97,206,--,Jr. RIOJA No. 264,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20510542968,JUNGLE INVERSIONES S.A.C.,4 ASES,REST. 5TT,001008,110684008,--,83,171,--,Av. SEBASTIAN CAHUAS No. 545,HUARAL,HUARAL,LIMA
20510542968,JUNGLE INVERSIONES S.A.C.,SALA 4 ASES - TARAPOTO II,HOTEL ***,1328 - 2026,110684009,27/02/2031,40,60,--,Jr. JIMENEZ PIMENTEL No. 407,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20447700329,RECREATIVOS E INVERSIONES STEFANO S.A.C.,GOLDEN 777,HOTEL ***,3733,110722003,30/08/2027,35,96,--,Jr. BALTA No. 684,HUAMACHUCO,SÁNCHEZ CARRIÓN,LA LIBERTAD
20495742238,INVERSIONES EL SOL S.A.C.,PAKATNAMU,REST. 5TT,001199,110774001,25/06/2027,85,218,--,Calle LEONCIO PRADO No. 36,PACASMAYO,PACASMAYO,LA LIBERTAD
20495742238,INVERSIONES EL SOL S.A.C.,CASINO REAL MOCHE,REST. 5TT,001600,110774002,25/04/2028,66,218,--,Av. 28 DE JULIO INT. 101 No. 100,PACASMAYO,PACASMAYO,LA LIBERTAD
20513937327,INVERSIONES BARRA VELHA S.A.C.,TRAGAMONEDAS KIYA,HOTEL ***,006739-2024,110778001,5/11/2029,49,186,--,Av. GIRALDEZ No. 109,HUANCAYO,HUANCAYO,JUNÍN
20486133733,INVERSIONES GESTIONES Y SERVICIOS J & B S.C.R.L.,BLUE SKY II,REST. 5TT,004854,110792004,9/11/2027,85,216,--,"Av. JOSE CARLOS MARIATEGUI MZ. I LOTE 07, 1RA ETAPA DE LA COOPERATIVA DE VIVIENDA DE HUANCAYO No. 2493",EL AGUSTINO,LIMA,LIMA
20486133733,INVERSIONES GESTIONES Y SERVICIOS J & B S.C.R.L.,PARADISE,REST. 5TT,000721,110792005,24/02/2027,45,78,--,Jr. CORONEL GUERRA No. 110 - 112,CHUPACA,CHUPACA,JUNÍN
20515469380,RECREATIVOS EL GALEON S.A.C.,PACHANGA,REST. 5TT,3288 - 2025,110805002,13/05/2029,141,327,--,Av. AVIACION No. 2424 - 2428,SAN BORJA,LIMA,LIMA
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,BLACK JACK II,HOTEL ***,3211,110806002,26/07/2027,63,163,--,Calle ELIAS AGUIRRE No. 121,CHICLAYO,CHICLAYO,LAMBAYEQUE
20513315164,RECREATIVOS OLIMPIA S.A.C.,ATLANTIS I I,REST. 5TT,002501,110821003,15/06/2027,42,113,--,SANTA CATALINA No. 091 - 095,LA VICTORIA,LIMA,LIMA
20513433795,INVERSIONES STARGAMES S.A.C.,DUBAI PALACE,REST. 5TT,1742 - 2025,110836003,13/03/2029,76,161,--,Av. TOMAS VALLE S/N Mz. E Lt. 15,SAN MARTÍN DE PORRES,LIMA,LIMA
20495887805,CORPORACION PAKATNAMU S.A.C.,CASINO EUFORIA,HOTEL ***,592 - 2026,110866003,4/02/2031,85,208,--,Av. Andrés Zevallos de la Puente No. 305,CAJAMARCA,CAJAMARCA,CAJAMARCA
20513020792,NEWPORT CAPITAL S.A.C.,HELLO HOLLYWOOD,REST. 5TT,1157 - 2024,110868010,7/03/2028,454,1216,--,LA MARINA No. 2159,SAN MIGUEL,LIMA,LIMA
20491975513,ISA PERU GROUP S.A.C.,GARDEN CITY CASINO,REST. 5TT,336,111145001,13/09/2027,313,816,--,Jr. FRANCISCO PIZARRO No. 638 - 644,TRUJILLO,TRUJILLO,LA LIBERTAD
20491878585,ECA GAMING S.A.C.,COPACABANA,REST. 5TT,001364-2023,111158001,14/04/2027,128,433,--,Av. JUAN LECAROS No. 137,PUENTE PIEDRA,LIMA,LIMA
20556334103,TG IMPERIUS S.A.C.,TRAGAMONEDAS OBA OBA,REST. 5TT,876,111162001,--,149,417,--,Av. LOS HEROES No. 510 - 512,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20492540081,R & G GAMING S.A.C.,EL ENCANTO DE AMAZONAS,REST. 5TT,7644 - 2025,111169004,14/10/2029,94,223,--,Malecón BOLOGNESI LOTE 2 No. 25,REQUENA,REQUENA,LORETO
20521547589,RECREATIVOS VENECIA,COSTA RIVIERA,HOTEL ***,58 - 2024,111217003,9/01/2028,68,208,--,Av. ANTIGUA PANAMERICANA SUR No. 344 - 346,MALA,CAÑETE,LIMA
20124600589,REAL HOTEL S.R. LTDA,TRAGAMONEDAS REAL,HOTEL ***,001553-2024,111226001,1/04/2028,112,237,--,Av. GENERAL PRADO No. 697,HUANUCO,HUÁNUCO,HUÁNUCO
20521159066,INVERSIONES LATINO S.R.L.,FORTUNA,REST. 5TT,000666-2023,111234001,21/02/2027,65,220,--,Av. JHON KENNEDY No. 561,JOSÉ LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE
20521427257,BANIC SLOTS S.A.C.,CARNAVAL,HOTEL ***,6697 - 2024,111250002,5/11/2028,55,177,--,Jr. GRAU No. 351,NASCA,NAZCA,ICA
20494554021,INVERSIONES KATOKI S.A.C.,TRAGAMONEDAS GOTHIKA,HOTEL ***,003953-2024,111261001,16/07/2028,90,273,--,Av. SAN MARTIN No. 123 - 127,PISCO,PISCO,ICA
20557198459,ARISTRONIC SLOT S.A.C.,VEGAS SLOTS,REST. 5TT,005708 - 2024,111273001,26/09/2028,84,172,--,Av. CENTENARIO No. 271 - 273,CALLERIA,CORONEL PORTILLO,UCAYALI
20557198459,ARISTRONIC SLOT S.A.C.,YARINA PLAZA,HOTEL ***,001093-2025,111273005,7/03/2029,61,159,--,"Jr. 7 DE JUNIO N°270, MZ. 7 Lt. 4",YARINACOCHA,CORONEL PORTILLO,UCAYALI
20524616425,INVERSIONES KUAN S.A.C.,KINGSTON,REST. 5TT,8102 - 2025,111301001,29/10/2029,60,176,--,VENEZUELA No. 1030,BREÑA,LIMA,LIMA
20528277951,HAPPY JACK S.A.C.,HAPPY JACK,REST. 5TT,5648 - 2025,111339001,11/08/2029,61,163,--,Jr. PUTUMAYO No. 1525,IQUITOS,MAYNAS,LORETO
20528277951,HAPPY JACK S.A.C.,LAS BAMBAS,REST. 5TT,1011,111339004,--,45,64,--,Av. MARISCAL ANDRES AVELINO CACERES No. 1071,IQUITOS,MAYNAS,LORETO
20528277951,HAPPY JACK S.A.C.,SALA - SAN JUAN,REST. 5TT,3479 - 2024,111339005,27/06/2029,67,156,--,Av. JOSE ABELARDO QUIÑONES Km. 3.5 N 4014,SAN JUAN BAUTISTA,MAYNAS,LORETO
20528134093,AMAZON APART HOTEL S.A.C.,AMAZON CLUB,HOTEL ***,9617 - 2025,111348001,19/12/2029,18,78,--,Jr. ELIAS AGUIRRE No. 1145 - 1151,BELÉN,MAYNAS,LORETO
20487060705,VALMA S.A.C.,SOL DE ORO,REST. 5TT,2644,111354001,6/09/2026,60,104,--,Jr. BOLOGNESI 3RA No. 375 - 375,OXAPAMPA,OXAPAMPA,PASCO
20536542401,J.M.J. APOLO LIMA S.A.C.,RUMBA PISCO,REST. 5TT,7904 - 2025,111357001,23/10/2029,64,87,--,Av. FERMIN TANGUIS LOCAL B-1 A BLOCK B No. 291,PISCO,PISCO,ICA
20451735340,INVERSIONES ROSMIT S.A.C.,SANTA ANITA,REST. 5TT,1772 - 2025,111406001,17/03/2029,68,169,--,Av. RUISEÑORES No. 226,SANTA ANITA,LIMA,LIMA
20526285477,WAMA GAMES S.A.C.,EL GALEON,REST. 5TT,910 - 2026,111409001,17/02/2030,42,114,--,Calle SAN MARTÍN No. 320,SECHURA,SECHURA,PIURA
20392872427,MUNDO RECREATIVO S.A.C.,REAL SLOTS,REST. 5TT,002123,111416001,4/08/2026,57,155,--,"Av. LA ESTRELLA, CENTRO POBLADO SANTA CLARA No. 290",ATE,LIMA,LIMA
20392872427,MUNDO RECREATIVO S.A.C.,SANTA CLARA SLOT,REST. 5TT,002525,111416002,24/08/2027,84,289,--,Av. LAS ESTRELLAS NROS 125-125 B No. 125,ATE,LIMA,LIMA
20543578429,SLOT MACHINES R & P S.A.C.,EL PHARAON,HOTEL ***,5937 - 2025,111430001,21/08/2029,61,135,--,Av. EMANCIPACION S/N LOTE 3 MZ- A.H MANUEL PRADO No. 83,CHALA,CARAVELÍ,AREQUIPA
20456073051,CIMETUR S.A.C.,CIMETUR,HOTEL ***,001768 - 2017,111448001,--,31,79,--,Av. EL PROGRESO No. 121 - 121,URACA,CASTILLA,AREQUIPA
20541508652,ROYAL HOUSE GAMES S.A.C.,SATIPO PLAZA,REST. 5TT,000187,111455001,19/01/2027,41,89,--,Jr. FRANCISCO IRAZOLA No. 301 - 303 - 311 y Jr. MANUEL PRADO No. 293,SATIPO,SATIPO,JUNÍN
20541508652,ROYAL HOUSE GAMES S.A.C.,ATALAYA,REST. 5TT,1604 - 2025,111455005,11/03/2029,40,87,--,Calle URUBAMBA 536 - MZ.6 Lt. 16-E,RAYMONDI,ATALAYA,UCAYALI
20546406688,EGASA PERU S.A.C.,CASINO LUCKIA,REST. 5TT,3477,111516001,14/11/2026,208,413,--,ALFREDO MENDIOLA No. 3698,INDEPENDENCIA,LIMA,LIMA
20529464178,RUBI GAMING S.A.C.,MACAO PIURA,REST. 5TT,1616,111527022,--,95,166,--,Av. GUARDIA CIVIL No. Q-22,CASTILLA,PIURA,PIURA
20545188202,ABSOLUTE GAMES S.A.C.,LUCKIA,REST. 5TT,207 - 2024,111544002,19/01/2028,148,246,--,Av. LA MARINA No. 662 y Calle SANTA CECILIA No. 107 - 119,PUEBLO LIBRE,LIMA,LIMA
20547203942,MERIDIAN SLOT S.A.C.,MERIDIAN SLOT,HOTEL ***,000198,111602001,25/04/2027,42,119,--,Av. GRAU No. 588-A,SANTA ANA,LA CONVENCIÓN,CUSCO
20547203942,MERIDIAN SLOT S.A.C.,MERIDIAN SLOT,HOTEL ***,005700,111602002,30/12/2027,31,31,--,Jr. SALAMANCA No. 1176,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS
20549595082,INVERSIONES LIAN KUAN S.A.C.,SALA KINGSTON,REST. 5TT,9009 - 2025,111641002,26/11/2029,197,755,--,Otro MZ. I LT. 18 SECTOR 02 GRUPO 10,VILLA EL SALVADOR,LIMA,LIMA
20548009911,CASINO MOLLENDO S.A.C.,EL GALEON DE ORO,REST. 5TT,002053 - 2016,111643002,13/07/2026,39,68,--,"Otro AVIS BAHIA DEL PUERTO, LT. 1-C.C. PLAZA PACIFICO Mz. D - D",ISLAY,ISLAY,AREQUIPA
20550264839,ELITE GAMING PERU S.A.C.,MR. MONEY,HOTEL ***,005451 - 2018,111647001,26/05/2027,114,315,--,REPUBLICA DEL PERU No. 321,AGUAS VERDES,ZARUMILLA,TUMBES
20550264839,ELITE GAMING PERU S.A.C.,ARABIA,REST. 5TT,3892 - 2025,111647002,9/06/2029,87,201,--,HEROES DEL CENEPA Lt. D-01,PARIÑAS,TALARA,PIURA
20550264839,ELITE GAMING PERU S.A.C.,MANCORA,HOTEL ***,000702,111647003,--,51,103,--,Av. GRAU No. 133,MANCORA,TALARA,PIURA
20548462828,ALSHIR GAMING S.A.C.,EL ENCANTO,REST. 5TT,6459 - 2025,111655006,15/09/2029,70,226,--,Jr. ALFONSO UGARTE No. 572 - 598 y Jr. MARISCAL CASTILLA No. 373 - 399,JUANJUÍ,MARISCAL CÁCERES,SAN MARTÍN
20550929318,QULLQI S.A.C.,MACAO,REST. 5TT,2160 - 2026,111671010,6/04/2031,50,103,--,Jr. OBRERO Mz. C,PAITA,PAITA,PIURA
20549949828,INVERSIONES DIVERSAS GALYAC S.A.C.,LA EMPERATRIZ,REST. 5TT,005690,111690001,29/12/2027,54,98,--,Jr. REAL No. 511,MALA,CAÑETE,LIMA
20558091941,GRUPHO RICHARD S.A.C.,TRES CAÑONES DE ORO,HOTEL ***,005584,111721001,21/12/2027,55,189,--,Av. SAN MARTIN No. 331,ESPINAR,ESPINAR,CUSCO
20267973653,TRANSYTOUR S.R.L.,LA 7 SIETE,REST. 5TT,5775 - 2025,111741003,14/08/2029,100,213,--,Av. 28 DE JULIO No. 373,HUACHO,HUAURA,LIMA
20267973653,TRANSYTOUR S.R.L.,Montreal,REST. 5TT,80 - 2025,111741004,6/01/2030,96,186,--,Av. Gran Chimu No. 419 -423,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20566569010,GAMECO PERU S.A.C.,LUCKY DRAGON,REST. 5TT,005701,111886002,30/12/2027,79,309,--,Av. LA MARINA No. 1668,PUEBLO LIBRE,LIMA,LIMA
20600353943,AMELIC INVERSIONES S.A.C.,CASMA SLOT,REST. 5TT,001738,111908002,--,33,96,--,Av. LUIS ORMEÑO MZ. J LT. 6 - CASCO URBANO Lt. 6,CASMA,CASMA,ÁNCASH
20600480171,JASA RECREATIVO S.A.C.,EL MERCAO,REST. 5TT,000881,111945001,--,32,80,--,Av. MARIANO IGNACIO PRADO No. 418,CHILCA,CAÑETE,LIMA
20600480171,JASA RECREATIVO S.A.C.,PACIFICO,REST. 5TT,000287,111945002,27/01/2027,49,138,--,Av. PACIFICO LOTE 64 Mz. K-2,NUEVO CHIMBOTE,SANTA,ÁNCASH
20600573544,INVERSIONES FANTASY NYT S.A.C.,FANTASY FORTUNA,REST. 5TT,002711-2023,111963001,29/06/2027,45,112,--,Av. CIRCUNVALACION MZ. B Lt. 2,PICHANAQUI,CHANCHAMAYO,JUNÍN
20600822137,JUNCO RECREATIVOS S.A.C.,RETABLO SLOT,REST. 5TT,3483 - 2025,111969001,25/07/2029,42,161,--,Av. VICTOR ANDRES BELAUNDE OESTE No. 897-A,COMAS,LIMA,LIMA
20600872843,INVERSIONES ROYLIN S.A.C.,SUPE SLOT,REST. 5TT,003051,111973001,27/02/2027,40,75,--,Av. FRANCISCO VIDAL No. 406 y Calle CALLE BOLIVAR No. 418,SUPE,BARRANCA,LIMA
20600872843,INVERSIONES ROYLIN S.A.C.,FUNDICIÓN SLOT,REST. 5TT,001712,111973002,3/05/2028,31,83,--,Av. LAS PALMERAS MZ. A LOTE 36 Lt. 36,PUENTE PIEDRA,LIMA,LIMA
20600162188,OPTIMUS GAMES S.A.C.,OPTIMUS,HOTEL *****,001229,111974001,12/08/2026,90,277,--,Av. EL GOLF No. 585,VICTOR LARCO HERRERA,TRUJILLO,LA LIBERTAD
20600557301,SLOT CASINO SELVA S.A.C.,RIO SELVA,REST. 5TT,1710,112026004,21/07/2027,92,170,--,Jr. ALFONSO UGARTE No. 1270,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20601074347,FOUR WINNERS S.A.C.,SAN MARTIN,REST. 5TT,174,112062003,18/01/2028,60,132,--,Av. PROCERES DE LA INDEPENDENCIA No. 3407 Mz. B-1,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20600815904,LUXOR ENTERTAINMENT S.A.C.,LUXOR,REST. 5TT,1883,112092001,21/01/2027,50,98,--,Jr. NORIEGA No. 341,JULIACA,SAN ROMÁN,PUNO
20601716853,CUÑAPE INVERSIONES S.A.C.,ATLANTIS CHOTA,HOTEL ***,004206,112122001,28/09/2027,44,165,--,Av. INCA GARCILASO DE LA VEGA No. 119,CHOTA,CHOTA,CAJAMARCA
20602038336,MAXDELS GAMING S.A.C.,RIMAC PALACE,REST. 5TT,001321 - 2024,112133001,20/03/2028,67,169,--,Av. FELIPE ARANCIBIA No. 635,RÍMAC,LIMA,LIMA
20602150136,INVERSIONES MUSTAFA SLOT S.A.C.,MARDI GRAS,REST. 5TT,4168 - 2024,112146002,22/07/2029,46,161,--,Malecón SAN MARTIN Mz. 7,PUCUSANA,LIMA,LIMA
20602340130,INVERSIONES LUMIRA S.A.C.,BIG BANG,HOTEL ***,002622,112164001,21/06/2027,20,87,--,Calle AMERICA No. 1042,CUTERVO,CUTERVO,CAJAMARCA
20602347312,CORPORACION LSV S.A.C.,EL PALACIO DE JUANJUI,REST. 5TT,6687 - 2025,112167002,19/09/2030,50,81,--,Jr. JORGE CHAVEZ No. 625 - 627,JUANJUÍ,MARISCAL CÁCERES,SAN MARTÍN
20548505900,JEHADHA S.A.C.,SAN CARLOS,REST. 5TT,4190 - 2025,112182003,11/06/2029,115,235,--,Av. PROCERES DE LA INDEPENDENCIA No. 2780,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20602312161,GOLDEN PHARAOH S.A.C.,TRAGAMONEDAS MANCHAY,REST. 5TT,000933,112187002,15/03/2027,54,244,--,Av. VICTOR MALASQUEZ MZ. C Lt. 06 B,PACHACAMAC,LIMA,LIMA
20602312161,GOLDEN PHARAOH S.A.C.,TRAGAMONEDAS CHILCA,REST. 5TT,2874,112187003,19/09/2027,41,111,--,Av. Mariano Ignacio Prado No. 369,CHILCA,CAÑETE,LIMA
20602232761,PACHACUTEC GAMING S.A.C.,PACHACUTEC CITY,REST. 5TT,1225 - 2025,112205001,25/02/2029,66,179,--,Otro MZ. J SECTOR D3 Lt. 11,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20602904246,PACHA SLOTS S.A.C.,BLUE STAR 3,,1742 - 2026,112211002,17/03/2031,122,261,--,Jr. Putumayo No. 426,IQUITOS,MAYNAS,LORETO
20603656041,INVERSIONES ESTRELLA VILLA RICA SAC,VILLA ESTRELLA,HOTEL ***,261 - 2026,112276002,27/01/2030,50,111,--,Jr. MARCOS CANEPA No. 393,VILLA RICA,OXAPAMPA,PASCO
20604245487,CA & LE GAMING S.A.C.,KRAKATOA,REST. 5TT,003158,112299001,21/07/2028,76,117,--,Av. VICTOR RAÚL HAYA DE LA TORRE MZ. A LOTE 2 ASENTAMIENTO HUMANO 5 DE FEBRERO Lt. 2,PAITA,PAITA,PIURA
20515529625,INVERSIONES ANCASH S.A.C.,MANHATTAN,REST. 5TT,9008 - 2025,112306001,26/11/2029,43,81,--,Av. CARLOS IZAGUIRRE MZ. B. LT. 2 Mz. B,SAN MARTÍN DE PORRES,LIMA,LIMA
